Comment,Sentiment
This causes a warning about missing UID in Eclipse.  Fixed with:  https://gerrit-review.googlesource.com/#/c/59929/,Neutral
Yeah -- I just left a related question on the rename CL :) Lets discuss this IRL.,Neutral
"Yeah, but this is usual wording we are using:   $ git grep ""member of the privileged 'Administrators' group""  | wc -l  20",Neutral
"OK, thanks.  The approach here and in my patch work fine if the user controls everything they way they want.   When auto-detecting everything, this patch is better on non-AVX hardware that happens to have RDTSCP. Otherwise, they effectively work the same.  When compiling on a new build host for old compute nodes, this patch will sometimes require the user to make two active settings to make a functional mdrun. That might mean they go hunting for docs twice, unless they find the new install guide section. At least we don't fail mysteriously any more!  When compiling on an old build host for new compute nodes, both patches will sometimes make an mdrun that could be better in up to two ways. We could add a nag message for the double negation of the new code in gmx_detect_hardware.c ""You, too, could be using RDTSCP!"". AFAIK the proposition that using RDTSCP is good in user space is just educated guesswork, though.  I was slightly concerned about one of the latter cases (build host is old, user knows they have AVX on the compute nodes, so they know to set SIMD and don't know RDTSCP exists / is relevant), but if we add the new nag then this case is solved well enough.  So I'm happy to adopt this solution. Thanks! Shall I abandon my patch, send reviewers here, and one of us work on Erik's feedback and/or the new nag? If we add the nag, commit message needs updating.",Neutral
Yes they are. Most of the shorter methods are from Media Foundation SDK example.,Neutral
"1. This seems like a hack to work around a bug -- why are we reading from the pty after it is closed? 2. This hack also looks too broad -- if any error occurs we close the pipe and stop reading, while squelching the error. This seems bad.  Same comments below.",Negative
"Hrm, I'm not sure how best to handle this.  StackOverflow has a 'Display Name' attribute, does anything similar exist for LDAP & OpenID?  I'd prefer to just show the firstname to save on space.  If we end up showing the full name, I wonder if we could put the name to the left of the search bar and have the search bar expand over it when active, to save on horizontal space.",Neutral
The type would be TestNamespace::PtrSecCertificateGetData vs PtrSecCertificateGetData though.  I suggest moving the typedefs below the QT_BEGIN_NAMESPACE at line 94. Feel free to ignore this suggestion though since it's valid C++ either way.,Neutral
"I would remove the setter, and have a public getter you could always spy.",Neutral
Is this the same thing as CRAMTMP?  can we use that to make it more obvious it's a tmp directory?,Neutral
"The built search tree of mdds::flat_segment_tree is not preserved on copy/assignment. You have to call build_tree() here. Or do it just before use (and use is_tree_valid() to check if it is necessary, as every line is used more than once).",Neutral
"Field length expected here is 2, but field below is FT_INT32. Is this an unsigned short (FT_UINT16) ?",Neutral
"[error] Got an exception - expecting EOF, found 'registered'",Neutral
"Done, added QT_DEPRECATED_SINCE check, and changed to QT_DEPRECATED",Neutral
"I believe Greg thinks there may be a performance difference depending on SSL termination in the pipeline - but I think he's wrong for our APIs and clients - we could test, or we can review after we get something working and revisit it later if there is problems.",Negative
"Do you mean ""will be removed from the group""? If so, I'd add the ""From the group"" to avoid confusion. Some might think that the user is going to be removed from the system, i.e. deleted.  There are a couple of minor white spaces here (shown in red).",Neutral
It seems to me that the above helpers would be better suited in a different file to keep this file a purely generator one. Does that make sense? is there any good reason to keep it here?,Neutral
The general way to do this is $(TOP)/src/southbridge etc. etc.,Neutral
I guess this change (New) will be handled in a separate patch...,Neutral
"Either we have MetaDataUpdate that is batch-oriented or we don't. It doesn't make any sense to change the batch behavior for the same instance after it was created. Ever. So, drop that setter and add second assisted inject constructor that accepts BatchRefUpdate parameter instead (and make the batch field final as pointed out above).",Negative
"well, since we're doing this, might as well do this instead, since it's cleaner and looks better (and sanitized).          elements = getattr(self._conn, class_name)(ElementName=element_name)         data = self._get_first_item(elements)  And before you dismiss the usage of getattr, That's actually how wmi namespaces work: the __getattr__ method is overriden and it will lookup and cache that class_name and return it, as it does not have it defined. This way it is more flexible, same wmi module works for any namespace.",Neutral
s/start/e/ would be consistent with the methods above.,Neutral
refs/users/ is sufficient prefix. No need for refs/meta. We should be plural like changes heads and tags.,Neutral
Instead of malloc() maybe you can use stack: gchar tmpname[41]; 41 is enough? Cannot be greater?,Neutral
I could put the finalizeForCommandLine after processExceptionAtExit. Then it doesn't change anything for LIB_MPI and that wouldn't work anyhow as you point out.,Neutral
"It probably is, but what happens when somebody upgrades the libvirt? Do we require vdsm restart as well? Or will it suddenly start working?",Neutral
absolute is still wrong.,Negative
That's impossible to say until somebody invests the time and effort to try lots of different function approximations on that architecture to see if they can come up with something better. For now it is the fastest approach.,Neutral
"Yes, assuming the modelService works :)  This private method does not rely on other services.  Also, model service may have issues with elements that have the same ID.  In theory I could put the same element with the same id multiple times in a menu.  I don't know if modelService would be able to resolve that.  At least here we can count and validate if need be.  I will make the other changes and await response on this.",Neutral
"Ai, we missed a use-case here. I'm affraid that I know why this wasn't implemented yet. This doesn't check if the files inside the deleted folder have active references like is done above. See also https://review.typo3.org/#/c/33562/",Negative
"s/should the callee read/should the callee expect me to read/, I mean.",Neutral
"On second sought: actually you don't need this file (endpoint) at all. We have already POST /changes that creates a change and what are you doing here is to delegate to its apply() method, after translating your own Input to ChangeInfo. The only reason to have this class is to get the UiAction for granted (Guice DynamicItem binding and discovery).  But you could solve this in different way: just construct UiAction on you own in ProjectJson and add it to actions map manually. See an example how it's done in InlineEdit series: [1]. Now, on the client side, from your custom UiAction you can invoke the original REST endpoint: POST /changes. The only difference to current solution: you would need to pass project name too, obviously.  This also raises the question do we want to have this button on project info screen at all? We could add it to main page (or may be just add a keyboard shortcut), in wich case we are not in project context any more and the dialog must be extended to provide project name (with suggestion oracle for project, like it already does for branches).  I don't have strong preference for one of these solutions. So, you can let it as is for now and wait for opinion of other reveiwers.   [1] https://gerrit-review.googlesource.com/#/c/58991/14/  gerrit-server/src/main/java/com/google/gerrit/server/edit/ChangeEditJson.java",Neutral
"sizeof("""") includes the trailing '\0'. Couple more of this",Neutral
"These calls don't do the same thing.  As a result, lockNow() must be called unconditionally.",Negative
"Sorry, this is still unacceptable. ImplEESdrWriter::ImplWriteShape() is used by both the binary export and the OOXML filter, you need to set the OOXML flag in the OOXML filter. Jut put a breakpoint on this line in the debugger, see its backtrace, and set the flag in the first method that is already OOXML-specific, and pass the bool around till this line.",Negative
"Yikes, we are starting an RPC for every row in the table?  My concern with this is the browser can only issue 4 requests at a time to the server.  If a user has 50 items in their dashboard, which many do, this will take quite a few round-trips (13!) to completely load the status codes.  Worse, if the user navigates away before they are completely done loading, they will continue to load, as there is no way to cancel the queued RPCs.  I would prefer having myApprovals and strongestApprovals take a Set<Change.Id> and return a Map<Change.Id, Whatever>, and make only one call to each method for the dashboard.",Neutral
This should only be added if the RGBZ view plugin is going to be built. Maybe the proper place to add this test is in that plugin.,Neutral
"Ho yes, perhaps I should change the commit message ?  It's because the policy was set to NEW, so it will do nothing anyway, as we are already using cmake > 2.6.0",Neutral
https://gerrit-review.googlesource.com/Documentation/dev-contributing.html#_tests,Neutral
Rename objectCollapsibleButton to objectCollapsibleBox or objectCollapsibleGroupBox ?,Neutral
"i'm very concerned that this is done at non-obvious place. it will be hard to observe that RPCs are found ""replied"" late in our context. we don't have any tests for this. if something is changed, then when we'll notice?",Negative
"If you dig into the code, at some point you will reach a very strange statement (a couple of calls from setCacheSize), qMax(qMin(.....), 25). The size reported by that might differ from the size specified by the caller, in which case the caller should be informed of that. If you query cacheSize() you will get the value of the variable, not the value that was adjusted after the qMax(qMin...) calls.",Neutral
"possible way to remove this constant and use information from setup.cfg:      import os     # Read setup.cfg of OSProfiler     open(os.path.join(os.path.dirname(os.path.dirname(__file__))), 'setup.cfg') as setup_file:         setup_lines = setup_file.readlines()      #Parse version     for line in setup_lines:         if line.startswith('version'):             version = line.split()[-1]",Neutral
Function call for single line that removes from dict?,Neutral
s/VURTI/Host Monitoring It is about to change soon.,Neutral
"According to https://wiki.eclipse.org/Version_Numbering#Plug-ins_with_no_API, its bundle version should be evolved along with its host plug-in i.e. org.eclipse.jdt.ui, which will become 3.11.2 now. Hence, I updated the same for the test bundle. I will upload a new patch set with 3.10.101.",Neutral
why are you going to manager function if glusterd_svc_check_volfile_identical function will failed ???  you should simply return error.,Negative
"All the names we've thought of for this suck, unfortunately. :(",Negative
"For a collection to be searchable, there has to be explicit Backend support (it's not generic, you don't get it 'for free'). So unless *you* implemented search for Gluster Volumes in the Backend, the user will not be able to search. So, unless you did indeed implement this in Backend - please remove this url parameter",Negative
"// We should use deltaPos here, because the actual movements of the point may be changed according to the logic above",Neutral
this parameter doesnt currently exist in compat; I dont know why it is being introduced here.,Negative
"Sure, I can switch over to a white-list. I just killed the ones I really didn't like (e.g. MD5 :).",Neutral
Release after main inode is what patchset 2 has done I think.,Neutral
"Use spaces, rather than tabs, here, for consistency.",Neutral
Maybe this could be outputWriter instead of writer2.,Neutral
"Should this include also the LJ PME contribution, either summed our as a separate line? I know that this functionality may change in the future, but for now would be better to keep up-to-date.",Neutral
"So, is it safe to use it in production? Or should we add a warning that it should be disabled before putting your app in prod?  If it's safe to use it in production, how about enabling it by default? Or do we push it to GWT 3.0?",Neutral
"Please use one of the test helper methods which includes a timeout.  Combining the takeResults() into this method does not seem like enough of a reason to add a new wait method. We need to be able to adjust the timeouts in auto testing, so minimizing the number of helper methods is rather important.",Neutral
"There's no actual need to have this routine similar to how it's done in bit-rot-scrub.c since there just one (1) option to reconfigure.  Keep it simple and just do a GF_OPTION_{INIT,RECONF} in the appropriate function.",Neutral
"what means ""error_expected"" = ""create"". It's means there are nor error? then it's better to use None by default for self.input.param(""error-expected"", None)  and you set string in error_expected by default value is boolean. python allows it but it's not good to change the type of variable",Negative
"This xdata is the response dict, I think you need to use xdata which is received in marker_rename",Neutral
Adding {{delete}} is because that was previously in this script: http://git.wikimedia.org/blobdiff/pywikibot%2Fcompat.git/d5a3b0349e0264a298d909d03455283f3f154fb2/casechecker.py,Neutral
"No, this is not sufficient. You also need to call checkXvgFile() using this second data instance. And please create a separate scope for this, so that the previous TestReferenceData object is destructed before this one is created; otherwise, it's difficult to reason that things work as expected , since there is (a bit unfortunately) a lot of logic in the destructor.",Negative
"The use of 'count' confuses me. Would this be cleaner?      self.assertIn('Unexpected method call', unicode(e))",Negative
Should this just be func Run() { etc } and have callers explicitly call Register beforehand?,Neutral
"You could eventually create 1 hf entry per size. For sizes <=32 bits, you can use the same filter name. But for those above 32 bits, you need another filter name (as seen in README.dissector chapter 1.5.1)",Neutral
Omit the err at the end.  Its the result of the last possible test making it probably meaningless and possibly misleading.,Negative
I think this should say Alias for 'gerrit remove plugin' (see line 150)?,Neutral
"This second key is not needed, this array contains a list of regex group names pointing to a (pre-)master key.",Neutral
The toolchain file should stop here. It should be about description and setting compilers. Period. See http://www.cmake.org/Wiki/CMake_Cross_Compiling. I figure the principle is that the toolchain files are somewhat transferable between projects.,Neutral
Then shared_pointer is probably the way to go (if you're happy with the cost of refcounting them).,Neutral
"using ANY_DIFF has a huge impact on performance, typically there are many thousands of unchanged objects and only a few changed, with ANY_DIFF filter you will only traverse the changed objects otherwise all of them",Neutral
"There is no putComment method. Shorten this and just put it on one line:    checkState(psId != null, ""setPatchSetId must be called first"");  Developers debugging a failure can look at the Java stack trace to see how they got into this situation. What matters to them more is the call site where the object was misused, not which entry point into the object the error was discovered by.",Negative
We shouldn't need ${ITK_EXECUTABLE_PATH} at all.  Just naming the executable target will work because add_test(NAME) knows to translate a target name appearing just after COMMAND into the right path.  This is already done for the other tests.,Neutral
need to assumeTrue(cygProfile.exists()); when the trace is not present,Neutral
"I think this $userid parameter is unnecessary, because having a User object instance implies that you're checking things for that one particular user account.  Plus it doesn't really seem to be used.",Negative
"My point is that div_fsys1 is probably a fixed size as defined by the data sheet, and an unsigned int is not. So if it's a 32 bit value, as suggested by the fact that you're reading it with readl below, you should use uint32_t to ensure it's the right size. That struct might need to be fixed up too.",Neutral
"While we're changing the names of these triggers, let's fix the spelling of the word ""exceed"" as well. I think ""unmark_quota_exceed_upd_set"" should still be short enough.",Neutral
as you suggested (in person) that probably should go into a template,Neutral
"Suppose I am an administrator,  I will look into the log file to find what is happening in VDSM.  You can not suppose administrator to check the console or the code to know this.  IMO, every faulty path should have a log in the log file.  You can argue that many places in VDSM are not doing these,  but it is a good practice for system service program.",Negative
"Already sitting in $configdata, so no need to repeat this.",Neutral
I think it is better to pass AccessScanner reference to the constructor instead of checking NULL here.,Neutral
this will never be true if it's of type unsigned int.,Negative
Good point. I think it is related to the change as the new message is introduced here.,Neutral
"This was directly copied by Special:Random, but you are right.",Neutral
"Patch Set 2: Looks good to me, approved  I concur with jrbarnette@.  It sounds like we can do a separate issue/CL for removing the pragma.  To that end, I think a TODO() referring to that issue could be useful if added to this CL.",Neutral
Done (hopefully the text is also otherwise a bit clearer).,Neutral
does that make sense? why not just leave the reservation?,Negative
"Next few paragraphs look more like they should be code comments than change description. If there isn't a good place to put them in the code, maybe we should start an engine-internals.qdoc file (which is one big /*! \internal */ block)",Neutral
Not sure about this method. It seems to make sense to me the way Dan explained it but I'm not comfortable giving this change a +2 since I didn't write any of the original code and may not be aware of all of the issues.,Negative
Can't we club these two cases something like :  case GF_SNAP_OPTION_TYPE_ACTIVATE:         GF_SNAP_OPTION_TYPE_DEACTIVATE:,Neutral
To address the previous concerns about constructing a massive QByteArray in the case of no terminating character: I set pos2 to pos so that the QByteArray is empty in that case.,Neutral
Need to use: with self.assertRaises(ex.NotSingleNameNodeException):     validator.validate(cluster),Neutral
Don't encode the value right away.  Instead we should lazily encode the value only when the serialization stream needs it.  Thus the constructor is just:    this.object = object;   this.codec = codec;   this.hash = object.hashCode();,Negative
Patch Set 1: I would prefer that you didn't submit this  (1 inline comment)  LGTM after a small bug fix.,Negative
"This should probably be moved above the goos==""openbsd"" check so that unknown options on OpenBSD also force cgo lookups.",Neutral
Wondering whether ret needs to be initialised to -ENOMEM here because its caller is expecting it to contain -errno.,Neutral
"the propvalue parameter type is not quite idiomatic ;)  In general - since this method gets called multiple times, prolly worth buffering the xml ...",Neutral
"I have added the modulo because if int is actually 64 bits then the snprintf would mangle the string for values >= 2^32. OTOH it is quite unlikely that we ever see such high numbers(?), but you are right it is not really a good solution. I'll push a version that will work with 64 bits ints and the refined error message. Thanks a lot for taking the time to write the review!",Neutral
"It appears the requisite form is ""elseif,"" so I left this one as-is.    ""...TYPO3 code must not use the else if construct.""(http://docs.typo3.org/typo3cms/CodingGuidelinesReference/PhpFileFormatting/PhpSyntaxFormatting/Index.html)",Neutral
Change to:  $string['pendingsince'] = 'pending since %s';,Neutral
nit: this sentence has six commas and two separate alternations ('or's). Maybe it could be split up?,Neutral
needs to be space around the =>  eg   $postid => $post,Neutral
"Patch Set 1: Looks good to me, but someone else must approve  Looks fine though agree with Chris's comment that exported strings should be defined in a header file that can be shared.",Neutral
I think we use spaces instead of tabs after variable name (all  @foo above).,Neutral
"I think he's looking for the exact string ""h"", the 2 is to count the terminating 0 at the end.",Neutral
Suggestion:  Your account or email address does not exist.,Neutral
action == 0 is Press and action==1 is SetFocus Do you plan to move this to QAccessibleWidget?? I guess that makes sense,Neutral
"Patch Set 5: Looks good to me, but someone else must approve  Rebased with current master  Took comments into account. Using 4.3 in deprecation log as it is like that in config_default but using @deprecated with 4.6 and remove in 4.8 to stick to our rules.",Neutral
"Since this script will go in ITK's tree and not the hooks, it should be licensed as the rest of ITK (which will soon be Apache but is not yet AFAIK).  Besides, the rest of the Apache license infrastructure (LICENSE and NOTICE) is not present yet.  Also, we should assign the copyright to the Insight Software Consortium for code going in ITK proper.",Neutral
Make these transient and lets just handle the serialization entirely ourselves.  That way we don't have to actually hold onto buf when we have the object form already on hand.,Neutral
(improvement) It should be possible to test this with only 2 OSTs.  With a two-stripe file it would be missing stripe index 0.,Neutral
"That means we'll have to add an extra boolean field to every member. It'll make serialization size bigger as well as resident AST memory go up.   I'm happy to change it, but it seems like it trades off memory for readability.  You'd still have to handle """", because that's the way Java annotations work, you cannot have a default value of 'null'",Neutral
"Me neither, i am just writing functional tests for this ... gimme a sec.",Neutral
"So this is a kind of helper method? I'd suggest then making it ""private"":      def _benchmark(self, flavor, ...):",Neutral
"The mode of both files was changed to 755, that means the executable bit was added.",Neutral
Done  P.S: I was confused between EBADF and EBADFD. Then I tried to be consistent as I see libgfapi returning EBADFD in several other glfs_* methods when glfs_resolve_fd() fails.,Neutral
"Thanks Martin, I will do it. It will look much better.",Neutral
That is intended. We are already making sure that multiple events are okay for us (see onHashChanged). So I think this is the most practical way.,Neutral
"The main thing about ""Dev Mode Off"" is that it works even when the code server isn't running. Perhaps it's less useful with this change, but I don't want to remove it yet.",Neutral
not sure why we need this since it's a read.,Negative
It's now streaming the progress to the client.  Done,Neutral
"frame := getcallersp(unsafe.Pointer(&siz)) Delete next three lines.  Also, given that now it's just the callersp, s/frame/sp/ everywhere, including in the defer struct field name.",Neutral
Isn't this a dict_get failed rather than a dict_set?,Negative
"This should probably be dlfcn, but I'm not sure.  It might be better to split this into another file, and call it something like pthread_dlfcn_test.cpp to indicate this is really a test that is also testing dl related functionality.",Negative
Why not level 1?  We don't care about warnings in third-party code.  Using level 3 could actually *increase* the level depending on the actual build flags.,Negative
"We do realize that the given glfd pointer, could now have been reallocated and hence pass all these checks still and crash, right? just checking :)  Ideally if we want to validate that this is a good pointer, which we sort of cannot unless we have  a table of valid pointers and check against that etc. or hand out numbers and map that into a table.",Neutral
"except doesn't this failure mean ""i couldn't read the command file""? for which ""no command"" doesn't seem like a bad error.",Negative
"My point is that let's maintain our own configs even fi they are the same as the default ones, and change them soon by considering various factors including perf results.",Neutral
I just noticed this: please change god_mode to override_state as in this change: https://review.openstack.org/#/c/156203/8/nailgun/nailgun/test/integration/test_capacity_handler.py,Neutral
i did some refactoring and missed changing this name. thanks for catching it,Neutral
Check if the number of neighbors integer type can be obtained as a trait from the KdTree class.  Move body to .hxx  use  this->m_NumberOfNeighbors,Neutral
"Namespacing is weird here too... ""imageId"" is a Property but ""provider"" is a top-level attribute of a resource. It's also being used here with a different meaning to what has been understood to date (see above).",Negative
I don't believe that typename is needed here since there is a template present.,Negative
Patch Set 12: Code-Review+2  currently our enums reflect the super-set of the devices which are supported. yeah - we are not allow flexibility at this stage.,Neutral
"please add tests for fopen, we should test the different modes",Neutral
I assume this is not a memmap version of 16550/8250?,Neutral
"Not sure why this one is confusing. It returns the list of files, so it has to be immediate, and it returns the files in that directory, not ones in sub directories.",Negative
"In code this will read ""mgr.Mgr"". If move to svc package, it would read ""svc.Mgr"". Also, Let's just name in Manager so: ""svc.Manager"".",Neutral
I prefer the increased type safety of enum classes.,Neutral
"It would be helpful if the returned structure were described more fully, just for clarity.",Neutral
"On 2008/11/11 10:23:37, David Turner wrote: > hmm, this is a bit hard to understand. May I suggest you to replace it with the > following: > """""" > XXX: the !/bin/bash invocation on the first line has been >      commented out because it doesn't work on FreeBSD >      (which uses /usr/local/bin/bash, instead of /bin/bash) >  >      note that, with this comment, this script is invoked >      with the right bash shell from build/core/main.mk > """""" >   Well, your version is more easy to understand. I'll replace comment in ammended commit.",Neutral
It's an excellent day when there's more documentation than the core developers can remember having!,Neutral
This should be alright to change as if it wasn't updated in the last install this one will run. Both work as upgrade paths as it tests with no salt set if nessecary,Neutral
http://en.wikipedia.beta.wmflabs.org/wiki/Hurricane_Celeste_(1972),Neutral
"You cannot design an API for logging. We should take out the ""command"" argument and have generic errors. It's easy looking at vdsm.log to discover what was the command executed before this failure.",Negative
flan  I don't think we used such rules for comments though. Maybe NOTE(flan) or XXX(flan) ?,Negative
All the msgs above have significance that they are trying to modify PGFID. Create one message id say 'P_MSG_PGFID_OP' and log errors there.,Neutral
"You don't need to put this xml or a new test class.  That means in a previous test case you can just do following:  @WithProperties({     @Property(name = ""webApiUsage"", value = ""resistance"")   }) public void testAnimationImpInResistanceMode() {   // your test code here }",Neutral
"if so there will be some problems here - i mean, to authorise we need password/token - token is really not supported in that version of nova_client. dunno what password to use here - where we're using ctx from trust. Using service user creds here is not really a good idea.",Negative
Mind putting text documenting what's happening here? We shuould start documenting non-obvious stuff,Negative
Would it be worth putting `-ex` here to get the echoed output and exit status?,Neutral
"Here too, you can access maBaseCell.mfValue directly, since we know ahead of time that both cells are of value type.",Neutral
Can we get this from CPUID instead of hard coding it?,Neutral
why are you going to manager function if glusterd_svc_check_volfile_identical function will failed ??? you should simply return error. same comments apply for all reconfigure function if you have done same things.,Negative
please explain what part of mdd_object_create() you need to reuse() (except mdo_create()),Negative
"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.",Negative
I think somebody just chose to put the AllTests class in a separate package from the other test classes.  I don't know why.  But they aren't integration-style tests; they seem to be closer to unit-style.,Negative
"> Ugh, really?  That's how I read http://0pointer.de/lennart/projects/nss-mdns/ at least.   > So do we need an mdns.allow parser too?  Even nss-mdns discourages using the file (""Please note that usually mDNS is not used for anything but .local, hence you usually don't want to touch this file."") so you can probably just fall back to cgo if you detect its existence.",Negative
Will the servicename have other characters at this point?,Neutral
"The previous one says ""server assigned"".  Is the difference intentional?",Neutral
possibly add a commented out example of packet-foo.src,Neutral
"I think that this class makes more sense than the Branch class because there are several places in Gerrit where refs strings are manipulated without using Branch objects.  Jgit does define some of those constants, but we cannot use jgit everywhere, particularly in GWT, which I suspect is why this class is here in the first place.  We need a good place in Gerrit for these constants, and the Branch object itself is a much higher level object than this simple class (it isn't only about refs, but rather refs and projects).  These constants feel  more appropriate here to me than in the Branch class.  I have some more changes, which I will push, which move them out of the Branch class completely.  I am willing to update the comment here if need be, but this class feels appropriate to me (based on its name and location) and I don't think that ""naive"" comment should get in the way of that.",Neutral
"Maybe TestChanges?   *I prefer FooBar over BarForFoo *""Util"" is redundant with the package name *TestFoo says ""implementation (e.g. fake) of Foo for tests"" while TestFoos says ""static methods for dealing with Foos""  It's not super compelling, but hey, at least it's shorter.",Neutral
"Instead of having ""%s"" of ""%s""  I'm thinking it should be ""%s"" belonging to ""%s""  I feel that both ""Page 1 belonging to Group 1"" and ""Page A belonging to Robert Lyon"" make more sense than ""Page 1 of Group 1"" and ""Page A of Robert Lyon""",Neutral
"Let's avoid having commented out code.  Delete the DCHECK (which looks wrong to me anyway - you certainly could have a const index, but backends are under no obligation to take advantage of that information.",Negative
line wrap before throws so the line isn't over 80 columns,Neutral
"Not related, but may be better to move to constructPorperty(String suffix) or something like that.",Neutral
"Just a pre-emptive note, I put these TODO's in the code, because they are separate refactoring issues, which would be better handled in a separate bug.",Neutral
"OH, I forgot your that CL :-) However STLPORT_WHITELIST isn't defined yet at this point. In config.mk it loads envsetup.mk (which eventually loads the product makefiles) before it defines STLPORT_WHITELIST. On the other hand, we can remove libstlport from this file, and add it to specific device's makefile, such as device/asus/flo/device-common.mk. I'd really like to keep the device names out of the build project.",Neutral
"It seems like calling Window.Location.replace() would reload the page? If it doesn't in this case, is that portable?",Neutral
"if that's a uintptr_t, then you again don't need this double cast.",Negative
"Perhaps I misunderstood Martins comment.  But yes. I create a new change-id in ChangeUtil, so this is expected (and by design), but it has nothing to do with the footers.  I do not change the change-id in the commit message - since that is not expected (git would never do it). I personally do not want the new change to have the same change-id (internally) as the old change. Is that something you really want?",Neutral
nit: this import is not needed anymore and can be removed,Neutral
"Well, this is still a parameter, so you should probably leave the line.",Neutral
ip6_addr.bytes is no more initialized with this change.,Neutral
Optional nit: this could go on the same line as excludes,Neutral
"Same here. Please, use empty lines instead of the ugly separators in this file. It is too compact and hard to read after your change.",Negative
"Method descriptions in VTK must always start with this:   // Description: If this line is missing, then the automatic document generation will not work.",Neutral
"The main points are hat we avoid to repeat the code block below twice (or three when merging the JRE task), and reading each task is easier to know exactly what the diferences ares",Neutral
warn: lov_unpackmd():variable dereferenced before check 'lmm' (see line 392),Neutral
